377.85483	42453
377.89838	42723
377.94196	42345
377.9855	41955
378.02908	42328
378.07263	42086
378.11618	42969
378.15976	42846
378.20331	42863
378.24689	42904
378.29044	42781
378.33398	42619
378.37756	42322
378.42111	45143
378.46466	42342
378.50824	42276
378.55179	42275
378.59534	42243
378.63892	43217
378.68246	42619
378.72601	42626
378.76959	42652
378.81314	42318
378.85669	42812
378.90027	42734
378.94382	42575
378.98737	43427
379.03094	42382
379.07449	42429
379.11804	42634
379.16159	42598
379.20517	42412
379.24872	42402
379.29227	42594
379.33582	42786
379.37939	44350
379.42294	42440
379.46649	42444
379.51004	42544
379.55362	42516
379.59717	42428
379.64072	43023
379.68427	42734
379.72781	42593
379.77139	42489
379.81494	41936
379.85849	42785
379.90204	43441
379.94559	43005
379.98917	42934
380.03271	42939
380.07626	42911
380.11981	42850
380.16336	42572
380.20691	43453
380.25046	43109
380.29404	42477
380.33759	42144
380.38113	42900
380.42468	43054
380.46823	43259
380.51178	42325
380.55533	42268
380.59888	42421
380.64243	42914
380.68597	43495
380.72955	42718
380.7731	42641
380.81665	42907
380.8602	42408
380.90375	42862
380.9473	42975
380.99084	42919
381.03439	42740
381.07794	43233
381.12149	42891
381.16504	42118
381.20859	42788
381.25214	42991
381.29568	42734
381.33923	42740
381.38278	42864
381.42633	43288
381.46988	43316
381.51343	43026
381.55698	42805
381.60052	42865
381.64407	43348
381.68762	42307
381.73117	42997
381.77472	42203
381.81824	42635
381.86179	43133
381.90533	43203
381.94888	42372
381.99243	43248
382.03598	43599
382.07953	42786
382.12308	42695
382.16663	42810
382.21014	42945
382.25369	42940
382.29724	43033
382.34079	42928
382.38434	42771
382.42789	43830
382.47144	42650
382.51495	42641
382.5585	42712
382.60205	42892
382.6456	43904
382.68915	43329
382.73267	42459
382.77621	42307
382.81976	42929
382.86331	42782
382.90686	43288
382.95038	42632
382.99393	43196
383.03748	42305
383.08102	42574
383.12454	42780
383.16809	42404
383.21164	42738
383.25516	42770
383.29871	44307
383.34225	42962
383.3858	43456
383.42932	43049
383.47287	43403
383.51642	43563
383.55994	42835
383.60349	42465
383.64703	42101
383.69055	43283
383.7341	42997
383.77762	43088
383.82117	43093
383.86472	42732
383.90823	42824
383.95178	42944
383.99533	44093
384.03885	42225
384.0824	42498
384.12592	43098
384.16946	42596
384.21298	42651
384.25653	42323
384.30008	42462
384.3436	44738
384.38715	43758
384.43066	42692
384.47421	42701
384.51773	42843
384.56128	43578
384.6048	43105
384.64835	42986
384.69186	42996
384.73541	43541
384.77893	43525
384.82248	42984
384.866	43784
384.90955	43395
384.95306	42885
384.99661	42454
385.04013	43502
385.08365	42457
385.1272	43029
385.17072	43183
385.21426	42792
385.25778	42980
385.30133	42677
385.34485	43557
385.38837	43047
385.43192	42867
385.47543	42894
385.51895	43193
385.5625	43170
385.60602	42919
385.64954	44297
385.69308	43051
385.7366	43158
385.78012	43207
385.82367	42967
385.86719	43148
385.91071	44035
385.95425	43312
385.99777	43938
386.04129	43296
386.08484	42939
386.12836	43358
386.17188	43925
386.21539	44432
386.25894	43080
386.30246	43195
386.34598	42464
386.3895	43734
386.43301	44555
386.47656	43441
386.52008	42793
386.5636	42480
386.60712	43580
386.65063	43040
386.69418	42769
386.7377	43344
386.78122	42994
386.82474	43118
386.86826	42540
386.91177	42694
386.95529	43191
386.99881	43207
387.04236	43993
387.08588	43448
387.12939	42850
387.17291	43404
387.21643	44243
387.25995	43951
387.30347	43382
387.34698	42210
387.3905	44318
387.43402	42606
387.47754	42948
387.52106	43418
387.56458	43021
387.60809	43479
387.65161	43190
387.69513	43371
387.73865	43081
387.78217	42531
387.82568	43349
387.8692	42793
387.91272	43363
387.95624	42890
387.99976	43448
388.04327	43326
388.08679	42857
388.13031	43177
388.17383	43194
388.21735	43884
388.26086	43224
388.30435	44641
388.34787	43681
388.39139	43307
388.43491	43790
388.47842	43375
388.52194	43150
388.56546	43129
388.60895	43731
388.65247	42980
388.69598	43229
388.7395	43752
388.78302	43127
388.82651	43067
388.87003	43520
388.91354	42651
388.95706	43083
389.00058	42578
389.04407	43007
389.08759	42834
389.1311	43107
389.17462	43118
389.21811	43748
389.26163	43461
389.30515	43574
389.34863	43219
389.39215	43275
389.43567	42999
389.47916	43099
389.52267	43532
389.56619	42694
389.60968	43063
389.6532	43215
389.69672	44031
389.7402	43692
389.78372	43318
389.82721	43351
389.87073	44245
389.91425	43564
389.95773	43149
390.00125	43468
390.04474	43166
390.08826	43418
390.13177	43294
390.17526	42719
390.21878	43260
390.26227	43629
390.30579	42745
390.34927	43032
390.39279	43759
390.43628	43544
390.4798	43400
390.52328	44195
390.5668	43080
390.61029	43201
390.65378	42969
390.6973	43121
390.74078	43005
390.7843	43453
390.82779	43631
390.87131	42674
390.91479	43304
390.95828	42938
391.0018	43481
391.04529	42812
391.08878	42955
391.13229	43418
391.17578	43457
391.2193	43328
391.26279	43034
391.30627	43661
391.34976	43882
391.39328	43376
391.43677	43263
391.48026	43432
391.52377	43079
391.56726	43791
391.61075	43212
391.65424	43394
391.69775	43604
391.74124	43250
391.78473	42792
391.82822	44615
391.87173	43660
391.91522	43454
391.95871	42933
392.0022	42752
392.04568	43086
392.08917	43212
392.13269	43321
392.17618	43373
392.21967	43240
392.26315	43775
392.30664	43395
392.35013	42913
392.39362	42810
392.4371	44569
392.48062	43056
392.52411	43179
392.5676	43215
392.61108	42807
392.65457	43242
392.69806	43278
392.74155	43734
392.78503	44149
392.82852	43222
392.87201	43486
392.9155	43657
392.95898	44199
393.00247	43805
393.04596	43843
393.08945	43880
393.13293	45151
393.17642	46891
393.21991	45600
393.26337	47682
393.30685	52819
393.35034	59193
393.39383	69159
393.43732	76684
393.4808	75718
393.52429	68149
393.56778	57778
393.61127	49476
393.65472	46115
393.69821	45130
393.7417	44578
393.78519	44111
393.82867	44177
393.87213	44547
393.91562	43538
393.95911	43623
394.00259	43198
394.04608	43658
394.08954	43606
394.13303	43665
394.17651	43757
394.21997	44106
394.26346	43031
394.30695	43001
394.35043	43488
394.39389	43021
394.43738	42923
394.48087	43443
394.52432	43093
394.56781	43578
394.61127	43535
394.65475	42879
394.69824	44450
394.7417	43441
394.78519	44036
394.82867	43621
394.87213	43505
394.91562	43384
394.95908	42962
395.00256	42729
395.04602	43767
395.08951	42644
395.13297	43632
395.17645	42743
395.21991	43847
395.2634	43380
395.30685	43888
395.35034	43108
395.3938	43992
395.43729	43695
395.48074	43131
395.52423	43549
395.56769	42517
395.61115	43314
395.65463	43372
395.69809	44383
395.74158	43499
395.78503	43291
395.82849	43280
395.87198	43255
395.91544	43583
395.95889	43414
396.00238	43534
396.04584	42815
396.08929	42846
396.13278	42747
396.17624	43123
396.2197	43195
396.26315	43223
396.30664	43816
396.3501	43006
396.39355	43838
396.43701	43563
396.4805	43405
396.52396	43713
396.56741	43352
396.61087	43742
396.65433	44656
396.69781	44909
396.74127	46030
396.78473	48940
396.82819	54442
396.87164	61129
396.9151	67825
396.95856	68943
