56.809.283;42751
56.813.599;43082
56.817.914;42681
56.822.229;42307
56.826.544;42657
56.830.859;42400
56.835.181;43300
56.839.496;43195
56.843.811;42855
56.848.126;43205
56.852.441;43127
56.856.757;43051
56.861.072;42684
56.865.393;45462
56.869.708;42702
56.874.023;42645
56.878.339;42626
56.882.654;42627
56.886.969;43551
56.891.284;42999
56.895.599;42977
56.899.915;42998
5.690.423;42716
56.908.545;43161
5.691.286;43146
56.917.175;43008
5.692.149;43514
56.925.806;42798
56.930.121;42896
56.934.436;42962
56.938.751;42972
56.943.066;42780
56.947.382;42660
56.951.697;42897
56.956.012;43081
56.960.327;44595
56.964.642;42727
56.968.958;42780
56.973.273;42869
56.977.588;42989
56.981.903;42766
56.986.218;43233
56.990.533;43131
56.994.849;42891
56.999.164;42884
57.003.473;42247
57.007.788;43170
57.012.103;43697
57.016.418;43254
57.020.734;43149
57.025.049;43235
57.029.364;43347
57.033.673;43166
57.037.988;42985
57.042.303;43700
57.046.619;43376
57.050.934;42795
57.055.243;42582
57.059.558;43217
57.063.873;43698
57.068.188;43549
57.072.504;42680
57.076.813;42653
57.081.128;42741
57.085.443;43386
57.089.758;43836
57.094.067;43007
57.098.383;42853
57.102.698;43296
57.107.007;42809
57.111.322;43234
57.115.637;43376
57.119.952;43235
57.124.261;43082
57.128.577;43502
57.132.892;43281
57.137.201;42458
57.141.516;43147
57.145.825;43283
5.715.014;43002
57.154.456;43035
57.158.765;43194
5.716.308;43573
57.167.395;43713
57.171.704;43146
57.176.019;43131
57.180.328;43205
57.184.644;43624
57.188.953;42707
57.193.268;43125
57.197.583;42601
57.201.892;43011
57.206.207;43424
57.210.516;43538
57.214.832;42682
57.219.141;43429
57.223.456;43678
57.227.765;43097
5.723.208;43132
57.236.389;43097
57.240.704;43363
57.245.013;43328
57.249.329;43189
57.253.638;43320
57.257.947;43028
57.262.262;44231
57.266.571;42949
57.270.886;42959
57.275.195;42997
5.727.951;43305
5.728.382;44449
57.288.129;43655
57.292.444;42857
57.296.753;42598
57.301.062;43258
57.305.377;43118
57.309.686;43593
57.313.995;43160
57.318.311;43726
5.732.262;42648
57.326.929;43166
57.331.244;43148
57.335.553;43164
57.339.862;43109
57.344.177;42910
57.348.486;44395
57.352.795;43339
57.357.104;43898
5.736.142;43391
57.365.729;43719
57.370.038;43984
57.374.347;43228
57.378.662;42765
57.382.971;42476
5.738.728;43647
57.391.589;43452
57.395.898;43414
57.400.214;43341
57.404.523;42984
57.408.832;43217
57.413.141;43393
5.741.745;44365
57.421.759;42779
57.426.074;42872
57.430.383;43442
57.434.692;43045
57.439.001;42930
57.443.311;42679
5.744.762;42871
57.451.929;45184
57.456.238;44058
57.460.547;43180
57.464.862;43045
57.469.171;43176
5.747.348;44106
57.477.789;43377
57.482.098;43073
57.486.407;43310
57.490.717;43795
57.495.026;43813
57.499.335;43414
57.503.644;44066
57.507.953;43793
57.512.262;43228
57.516.571;42835
5.752.088;44062
57.525.189;42833
57.529.498;43383
57.533.807;43604
5.753.811;43017
57.542.419;43345
57.546.729;43079
57.551.038;43824
57.555.347;43526
57.559.656;43238
57.563.965;43435
57.568.274;43662
57.572.583;43605
57.576.886;43408
57.581.195;44750
57.585.504;43642
57.589.813;43559
57.594.122;43727
57.598.431;43386
57.602.734;43672
57.607.043;44668
57.611.353;43937
57.615.662;44504
57.619.971;43806
57.624.274;43437
57.628.583;43854
57.632.892;44790
57.637.201;44959
57.641.504;43886
57.645.813;43969
57.650.122;43185
57.654.431;44241
57.658.734;45217
57.663.043;44170
57.667.352;43648
57.671.655;43314
57.675.964;44263
57.680.273;43910
57.684.576;43582
57.688.885;43968
57.693.195;43775
57.697.498;43931
57.701.807;43317
5.770.611;43609
57.710.419;43943
57.714.728;43702
57.719.031;44690
5.772.334;44176
57.727.643;43554
57.731.952;44155
57.736.261;45066
57.740.564;44515
57.744.873;44106
57.749.176;42979
57.753.485;45226
57.757.788;43334
57.762.097;43666
577.664;44103
57.770.709;43777
57.775.012;44387
57.779.321;44004
57.783.624;44198
57.787.933;43669
57.792.236;43207
57.796.545;44085
57.800.848;43422
57.805.151;43940
5.780.946;43662
57.813.763;44219
57.818.073;44129
57.822.375;43694
57.826.678;44040
57.830.988;44235
57.835.291;44544
57.839.594;43887
57.843.903;45381
57.848.206;44375
57.852.509;43757
57.856.818;44327
57.861.121;43997
57.865.424;43842
57.869.733;43839
57.874.036;44379
57.878.339;43635
57.882.648;43810
57.886.951;44188
57.891.254;43633
57.895.557;43762
57.899.866;43986
57.904.169;43231
57.908.472;43651
57.912.775;43206
57.917.078;43507
57.921.387;43574
5.792.569;43659
57.929.993;43611
57.934.296;44247
57.938.599;43937
57.942.908;43892
57.947.211;43745
57.951.514;43739
57.955.817;43510
5.796.012;43459
57.964.423;43948
57.968.726;43080
57.973.029;43547
57.977.332;43843
57.981.641;44444
57.985.944;44176
57.990.247;43854
5.799.455;43906
57.998.853;44773
58.003.156;43909
58.007.458;43757
58.011.761;44189
58.016.064;43855
58.020.367;44450
5.802.467;43910
58.028.973;43259
58.033.276;43847
58.037.579;44011
58.041.882;43418
58.046.185;43525
58.050.488;44057
58.054.791;44122
58.059.088;43957
58.063.391;44759
58.067.694;43666
58.071.997;43680
580.763;43487
58.080.603;43688
58.084.906;43405
58.089.209;43956
58.093.506;44166
58.097.809;43374
58.102.112;43745
58.106.415;43663
58.110.718;44150
58.115.021;43344
58.119.318;43674
58.123.621;43938
58.127.924;44019
58.132.227;43776
5.813.653;43493
58.140.826;43930
58.145.129;44241
58.149.432;43856
58.153.729;43583
58.158.032;43548
58.162.335;43511
58.166.638;44155
58.170.935;43778
58.175.238;44060
58.179.541;43998
58.183.838;43772
58.188.141;43332
58.192.444;45247
58.196.741;44186
58.201.044;43922
58.205.347;43540
58.209.644;43349
58.213.947;43698
58.218.243;43855
58.222.546;43862
58.226.849;43970
58.231.146;43673
58.235.449;44216
58.239.746;43886
58.244.049;43390
58.248.346;43269
58.252.649;45004
58.256.946;43626
58.261.249;43670
58.265.546;43766
58.269.849;43184
58.274.146;43473
58.278.448;43620
58.282.745;44086
58.287.048;44429
58.291.345;43466
58.295.648;43445
58.299.945;43757
58.304.242;44114
58.308.545;43627
58.312.842;43581
58.317.145;43566
58.321.442;44273
58.325.739;45444
58.330.042;43334
58.334.338;43288
58.338.635;44345
58.342.938;43643
58.347.235;43634
58.351.532;43347
58.355.835;43372
58.360.132;43322
58.364.429;44689
58.368.732;43833
58.373.029;43643
58.377.325;43735
58.381.622;43697
58.385.925;43544
58.390.222;43935
58.394.519;44322
58.398.816;43513
58.403.113;43483
58.407.416;43326
58.411.713;43702
5.841.601;43847
58.420.306;43874
58.424.603;43930
58.428.906;44367
58.433.203;43324
584.375;43506
58.441.797;43795
58.446.094;43375
58.450.391;43218
58.454.688;43771
58.458.984;43457
58.463.281;44087
58.467.584;43983
58.471.881;43257
58.476.178;44967
58.480.475;43795
58.484.772;44312
58.489.069;43806
58.493.365;43713
58.497.662;43710
58.501.959;43405
58.506.256;43277
58.510.553;44355
5.851.485;43185
58.519.147;44140
58.523.444;43272
5.852.774;44427
58.532.031;43930
58.536.328;44467
58.540.625;43660
58.544.922;44531
58.549.219;44247
58.553.516;43606
58.557.812;43807
58.562.109;42958
58.566.406;43726
58.570.697;43925
58.574.994;44983
58.579.291;44197
58.583.588;43825
58.587.885;43907
58.592.181;43638
58.596.472;44049
58.600.769;43855
58.605.066;43771
58.609.363;43237
58.613.654;43364
5.861.795;43166
58.622.247;43517
58.626.544;43625
58.630.835;43576
58.635.132;44023
58.639.429;43364
58.643.719;44183
58.648.016;43724
58.652.313;43450
58.656.604;43605
58.660.901;43073
58.665.198;43372
58.669.489;43973
58.673.785;43729
58.678.082;43433
58.682.373;43431
5.868.667;44061
58.690.961;43857
58.695.258;44388
58.699.548;44375
58.703.845;44174
58.708.142;43745
58.712.433;44620
5.871.673;44040
58.721.021;43907
58.725.317;43512
58.729.608;43840
58.733.905;43479
58.738.196;43471
58.742.493;44509
58.746.783;44224
58.751.074;43625
58.755.371;43845
58.759.662;44245
58.763.959;43458
5.876.825;43321
58.772.546;43569
58.776.837;43975
58.781.128;43512
58.785.425;43648
58.789.716;43410
58.794.006;44396
58.798.303;44320
58.802.594;43572
58.806.885;44205
58.811.182;44192
58.815.472;44194
58.819.763;43862
5.882.406;43286
58.828.351;43338
58.832.642;44157
58.836.932;44684
58.841.229;44517
5.884.552;44037
58.849.811;43908
58.854.102;43792
58.858.398;44094
58.862.689;46824
5.886.698;44897
58.871.271;44243
58.875.562;44212
58.879.852;43595
58.884.149;44751
5.888.844;44350
58.892.731;45164
58.897.021;45927
58.901.312;47912
58.905.603;49634
58.909.894;51333
58.914.185;51381
58.918.475;49830
58.922.772;46558
58.927.063;45933
58.931.354;44662
58.935.645;44286
58.939.935;44296
58.944.226;44804
58.948.517;44733
