3.996813e+002,0.000000e+000
4.001635e+002,8.814477e+001
4.006456e+002,8.813791e+001
4.011277e+002,8.816698e+001
4.016098e+002,8.823249e+001
4.020919e+002,8.833056e+001
4.025741e+002,8.845475e+001
4.030562e+002,8.859816e+001
4.035383e+002,8.875709e+001
4.040204e+002,8.893065e+001
4.045026e+002,8.911997e+001
4.049847e+002,8.932246e+001
4.054668e+002,8.952759e+001
4.059489e+002,8.971532e+001
4.064311e+002,8.986131e+001
4.069132e+002,8.994627e+001
4.073953e+002,8.996362e+001
4.078774e+002,8.992073e+001
4.083596e+002,8.983643e+001
4.088417e+002,8.973450e+001
4.093238e+002,8.963793e+001
4.098059e+002,8.956404e+001
4.102881e+002,8.952104e+001
4.107702e+002,8.950839e+001
4.112523e+002,8.952064e+001
4.117344e+002,8.955295e+001
4.122166e+002,8.960371e+001
4.126987e+002,8.967425e+001
4.131808e+002,8.976546e+001
4.136630e+002,8.987280e+001
4.141451e+002,8.998639e+001
4.146272e+002,9.009295e+001
4.151093e+002,9.018214e+001
4.155915e+002,9.024938e+001
4.160736e+002,9.029799e+001
4.165557e+002,9.033684e+001
4.170378e+002,9.037640e+001
4.175200e+002,9.042204e+001
4.180021e+002,9.046694e+001
4.184842e+002,9.048825e+001
4.189663e+002,9.045741e+001
4.194485e+002,9.035864e+001
4.199306e+002,9.020216e+001
4.204127e+002,9.001649e+001
4.208948e+002,8.983459e+001
4.213770e+002,8.968333e+001
4.218591e+002,8.957981e+001
4.223412e+002,8.953146e+001
4.228233e+002,8.953799e+001
4.233055e+002,8.959399e+001
4.237876e+002,8.969337e+001
4.242697e+002,8.983183e+001
4.247518e+002,9.000837e+001
4.252339e+002,9.022353e+001
4.257161e+002,9.047591e+001
4.261982e+002,9.075864e+001
4.266803e+002,9.105722e+001
4.271624e+002,9.134916e+001
4.276446e+002,9.160547e+001
4.281267e+002,9.179396e+001
4.286088e+002,9.188531e+001
4.290909e+002,9.186018e+001
4.295731e+002,9.171765e+001
4.300552e+002,9.147790e+001
4.305373e+002,9.117950e+001
4.310194e+002,9.086986e+001
4.315016e+002,9.059492e+001
4.319837e+002,9.039022e+001
4.324658e+002,9.027523e+001
4.329479e+002,9.025188e+001
4.334301e+002,9.030668e+001
4.339122e+002,9.041602e+001
4.343943e+002,9.055329e+001
4.348764e+002,9.069435e+001
4.353586e+002,9.082187e+001
4.358407e+002,9.092556e+001
4.363228e+002,9.100148e+001
4.368049e+002,9.104955e+001
4.372870e+002,9.107189e+001
4.377692e+002,9.107145e+001
4.382513e+002,9.105210e+001
4.387334e+002,9.101851e+001
4.392155e+002,9.097722e+001
4.396977e+002,9.093626e+001
4.401798e+002,9.090469e+001
4.406619e+002,9.089016e+001
4.411440e+002,9.089673e+001
4.416262e+002,9.092238e+001
4.421083e+002,9.095910e+001
4.425904e+002,9.099559e+001
4.430725e+002,9.102116e+001
4.435547e+002,9.102989e+001
4.440368e+002,9.102209e+001
4.445189e+002,9.100376e+001
4.450010e+002,9.098380e+001
4.454832e+002,9.097070e+001
4.459653e+002,9.096954e+001
4.464474e+002,9.098084e+001
4.469295e+002,9.100128e+001
4.474117e+002,9.102563e+001
4.478938e+002,9.104913e+001
