3.996813e+002,0.000000e+000
4.001635e+002,9.648417e+001
4.006456e+002,9.652913e+001
4.011277e+002,9.657450e+001
4.016098e+002,9.661844e+001
4.020919e+002,9.665531e+001
4.025741e+002,9.668330e+001
4.030562e+002,9.670638e+001
4.035383e+002,9.673317e+001
4.040204e+002,9.677118e+001
4.045026e+002,9.682187e+001
4.049847e+002,9.687766e+001
4.054668e+002,9.692337e+001
4.059489e+002,9.694261e+001
4.064311e+002,9.692525e+001
4.069132e+002,9.687394e+001
4.073953e+002,9.680203e+001
4.078774e+002,9.672826e+001
4.083596e+002,9.666853e+001
4.088417e+002,9.663194e+001
4.093238e+002,9.661861e+001
4.098059e+002,9.662213e+001
4.102881e+002,9.663324e+001
4.107702e+002,9.664455e+001
4.112523e+002,9.665271e+001
4.117344e+002,9.665799e+001
4.122166e+002,9.666239e+001
4.126987e+002,9.666722e+001
4.131808e+002,9.667123e+001
4.136630e+002,9.667259e+001
4.141451e+002,9.666814e+001
4.146272e+002,9.665546e+001
4.151093e+002,9.663239e+001
4.155915e+002,9.659570e+001
4.160736e+002,9.654223e+001
4.165557e+002,9.646813e+001
4.170378e+002,9.637300e+001
4.175200e+002,9.626357e+001
4.180021e+002,9.615742e+001
4.184842e+002,9.607876e+001
4.189663e+002,9.604532e+001
4.194485e+002,9.605340e+001
4.199306e+002,9.607918e+001
4.204127e+002,9.609214e+001
4.208948e+002,9.607025e+001
4.213770e+002,9.600687e+001
4.218591e+002,9.590944e+001
4.223412e+002,9.579613e+001
4.228233e+002,9.568909e+001
4.233055e+002,9.560802e+001
4.237876e+002,9.556551e+001
4.242697e+002,9.556455e+001
4.247518e+002,9.559938e+001
4.252339e+002,9.566030e+001
4.257161e+002,9.573761e+001
4.261982e+002,9.582554e+001
4.266803e+002,9.592075e+001
4.271624e+002,9.601993e+001
4.276446e+002,9.611736e+001
4.281267e+002,9.620406e+001
4.286088e+002,9.626954e+001
4.290909e+002,9.630650e+001
4.295731e+002,9.631381e+001
4.300552e+002,9.629839e+001
4.305373e+002,9.627188e+001
4.310194e+002,9.624529e+001
4.315016e+002,9.622467e+001
4.319837e+002,9.620907e+001
4.324658e+002,9.619312e+001
4.329479e+002,9.617103e+001
4.334301e+002,9.614193e+001
4.339122e+002,9.611169e+001
4.343943e+002,9.609101e+001
4.348764e+002,9.609033e+001
4.353586e+002,9.611469e+001
4.358407e+002,9.616044e+001
4.363228e+002,9.621523e+001
4.368049e+002,9.626307e+001
4.372870e+002,9.629095e+001
4.377692e+002,9.629469e+001
4.382513e+002,9.627930e+001
4.387334e+002,9.625542e+001
4.392155e+002,9.623415e+001
4.396977e+002,9.622282e+001
4.401798e+002,9.622330e+001
4.406619e+002,9.623288e+001
4.411440e+002,9.624677e+001
4.416262e+002,9.626106e+001
4.421083e+002,9.627485e+001
4.425904e+002,9.628938e+001
4.430725e+002,9.630660e+001
4.435547e+002,9.632703e+001
4.440368e+002,9.634837e+001
4.445189e+002,9.636790e+001
4.450010e+002,9.638389e+001
4.454832e+002,9.639783e+001
4.459653e+002,9.641449e+001
4.464474e+002,9.644015e+001
4.469295e+002,9.647978e+001
4.474117e+002,9.653466e+001
4.478938e+002,9.660118e+001
4.483759e+002,9.667204e+001
4.488580e+002,9.673897e+001
